id,title,type,area,priority,status,sprint,est_tokens,actual_tokens,variance,created_at,completed_at,file,description
BACKLOG-581,State machine not auto-transitioning after onboarding,bug,electron,medium,Completed,,-,-,,2026-02-01,2026-02-02,,After completing onboarding (phone type + email connection) the app shows white screen until manual refresh - state machine stuck in transition
BACKLOG-582,Joyride onboarding tour not triggering after completing flow,bug,ui,high,Pending,,-,-,-,2026-02-01,,,
BACKLOG-583,Dashboard button icons inconsistent sizes and missing gradient on iPhone,bug,ui,medium,Pending,,-,-,,2026-02-01,,,Icon sizes vary (w-14 vs w-12) and iPhone button needs gradient background like others
BACKLOG-584,System health check fails with invalid provider error,bug,service,low,Pending,,-,-,,2026-02-01,,,"Health check throws ""Provider must be one of: google microsoft"" error every 2 minutes - passing invalid provider value"
BACKLOG-585,Texts don't auto-attach to transactions on Windows + iOS,bug,service,high,Obsolete,SPRINT-068,-,-,-,2026-02-02,2026-02-02,,Covered by BACKLOG-590 fix
BACKLOG-586,Windows text attachment UI differs from Mac experience,bug,ui,high,Deferred,,-,-,,2026-02-02,,,UI parity deferred to future sprint - core functionality works
BACKLOG-587,Contact names not showing when attaching texts on Windows,bug,service,high,Completed,SPRINT-068,-,-,-,2026-02-02,2026-02-19,,Fixed via platform-aware contact lookup in transactionService
BACKLOG-588,Windows Attachments Not Imported,bug,electron,High,Completed,SPRINT-068,~40K,-,TASK-1788 implemented attachment extraction,2026-02-02,2026-02-19,[BACKLOG-588-windows-attachments-not-imported.md](items/BACKLOG-588-windows-attachments-not-imported.md),
BACKLOG-589,Windows Group Chat Sender Names Missing,bug,service,High,Completed,SPRINT-068,~20K,-,TASK-1786 - no extra work needed (existing logic works),2026-02-02,2026-02-19,[BACKLOG-589-windows-group-chat-sender-names.md](items/BACKLOG-589-windows-group-chat-sender-names.md),
BACKLOG-590,Windows Auto-Link Text Messages Not Working,bug,service,High,Completed,SPRINT-068,~25K,-,TASK-1785 - fixed via participants_flat population + migration 27c,2026-02-02,2026-02-19,[BACKLOG-590-windows-auto-link-not-working.md](items/BACKLOG-590-windows-auto-link-not-working.md),
BACKLOG-591,Windows participants_flat Missing Group Members,bug,service,Medium,Completed,SPRINT-068,~15K,-,TASK-1787 - covered by main participants_flat fix,2026-02-02,2026-02-19,[BACKLOG-591-windows-participants-flat-group-members.md](items/BACKLOG-591-windows-participants-flat-group-members.md),
BACKLOG-592,Windows User Account Login Hardcoded as me,bug,service,Low,Completed,,-,-,-,2026-02-02,2026-02-17,[BACKLOG-592-windows-user-account-hardcoded.md](items/BACKLOG-592-windows-user-account-hardcoded.md),Removed hardcoded migration 17 from databaseService.ts
BACKLOG-593,Optimize Attachment File Hashing with Streaming,refactor,service,Medium,Completed,SPRINT-068,~5K,-,Implemented streaming hash in iPhoneSyncStorageService.ts,2026-02-02,2026-02-02,[BACKLOG-593.md](items/BACKLOG-593.md),
BACKLOG-594,Fix Backup Cleanup on Attachment Persistence Failure,bug,service,Medium,Completed,SPRINT-068,~8K,-,Already implemented in sync-handlers.ts catch block,2026-02-02,2026-02-02,[BACKLOG-594.md](items/BACKLOG-594.md),
BACKLOG-595,Add Idempotency Check to iPhone Contact Migration,refactor,service,Low,Completed,SPRINT-068,~3K,-,Added check for existing iPhone contacts in external_contacts,2026-02-02,2026-02-02,[BACKLOG-595.md](items/BACKLOG-595.md),
BACKLOG-596,Add Test Coverage for Attachment Extraction,test,service,Low,Pending,SPRINT-068,~15K,-,-,2026-02-02,,[BACKLOG-596.md](items/BACKLOG-596.md),
BACKLOG-597,iPhone Sync Progress - Attach to Running Sync,feature,ui,High,Pending,,~20K,-,When sync already in progress show progress UI instead of blocking warning. Depends on progress bar service from dynamic import batch work,2026-02-02,,,
BACKLOG-598,Add Visible Sync Cancel/Reset Button,feature,ui,Medium,Pending,,~10K,-,Add cancel button during sync and reset option when sync appears stuck. Currently requires DevTools console or app restart,2026-02-02,,,
BACKLOG-599,SubmissionSyncService starts before database ready,bug,electron,High,Completed,SPRINT-088,~8K,-,Race condition - sync service attempts initial sync before database initialization completes,2026-02-02,2026-02-20,,
BACKLOG-600,Message Sort Order Bug - Oldest First Instead of Newest,bug,service,High,Completed,SPRINT-068,~5K,-,TASK-1794 (PR #717) - Fixed message sort to newest-first,2026-02-02,2026-02-19,[BACKLOG-600-message-sort-order.md](items/BACKLOG-600-message-sort-order.md),
BACKLOG-601,Audit Period Filter Checkbox Not Working - Invalid Date,bug,service,High,Completed,SPRINT-068,~10K,-,TASK-1795 (PR #717) - Fixed Windows timezone handling for YYYY-MM-DD dates,2026-02-02,2026-02-19,[BACKLOG-601-audit-period-filter.md](items/BACKLOG-601-audit-period-filter.md),
BACKLOG-602,Attachment Skip Diagnostic Logging for iCloud,feature,service,Low,Deferred,-,~5K,-,Add diagnostic logging to confirm iCloud attachment skip reasons - platform limitation not a bug,2026-02-02,,[BACKLOG-602-attachment-skip-logging.md](items/BACKLOG-602-attachment-skip-logging.md),
BACKLOG-603,iCloud Attachment Limitation UX Message,feature,ui,Medium,Completed,SPRINT-068,~8K,-,TASK-1796 (PR #717) - Added iCloud info box on sync completion,2026-02-02,2026-02-19,[BACKLOG-603-icloud-ux-message.md](items/BACKLOG-603-icloud-ux-message.md),
BACKLOG-604,iOS messages missing text when stored in attributedBody field,bug,service,Medium,Completed,SPRINT-068,~15K,-,TASK-1798 (PR #719) - Parse attributedBody and audio_transcript from sms.db,2026-02-02,2026-02-19,[BACKLOG-604-ios-attributed-body.md](items/BACKLOG-604-ios-attributed-body.md),
BACKLOG-605,Group chat with multiple participants shows as 1:1 chat,bug,service,medium,Pending,,,,,2025-02-01,,,
BACKLOG-606,Add attachments progress phase to sync status indicator,feature,ui,medium,Pending,,-,-,,2026-02-02,,,Sync progress bar resets from 100% to 0% when moving from messages to attachments phase - add separate pill or phase indicator for better UX
BACKLOG-607,Settings Messages Import needs SyncOrchestrator queue awareness,feature,ui,low,Pending,,-,-,,2026-02-02,,,MacOSMessagesImportSettings should detect when messages is queued (pending) in the orchestrator queue and show appropriate UI feedback. Currently only shows state when messages is actively running or user-initiated.
BACKLOG-608,OS notifications for sync completion,feature,electron,medium,Pending,,-,-,,2026-02-02,,,"Show native OS notifications when background syncs complete (contacts, emails, messages, iPhone wired sync). Helps users know when data is ready, especially for long-running syncs like iPhone backup import on Windows. Should cover: auto-login sync, manual refresh, wired iPhone sync on PC."
BACKLOG-609,Add manual Check for Updates button,feature,electron,low,Pending,,5000,,,2026-02-02,,items/BACKLOG-609.md,
BACKLOG-612,Error Logging Service + Supabase Dashboard,feature,service,Critical,Pending,,~30K,-,CRITICAL: Add error logging to Supabase for production monitoring. Components: 1) error_logs table (DONE) 2) errorLoggingService that captures errors globally + breadcrumb tracking 3) User feedback prompt submitted with logs 4) Broker Portal dashboard. Captures: device info OS/memory/disk auth state db state sync status navigation history.,2026-02-03,,,
BACKLOG-613,Enhanced ErrorScreen with Reset and User Feedback,feature,ui,Critical,Completed,SPRINT-069,~40K,-,CRITICAL: Extend ErrorScreen. Add: 1) Retry button 2) User feedback textarea 3) Submit logs to Supabase 4) RESET APP DATA button - clears local storage + keychain then restarts fresh 5) Confirmation dialog 6) Self-healing for corrupted state. Split into TASK-1800 (logging) and TASK-1802 (reset). Depends on BACKLOG-612.,2026-02-03,2026-02-19,,
BACKLOG-614,Fix onboarding race condition - needsTermsAcceptance default,bug,electron,Critical,Completed,,~5K,-,Fix: Change needsTermsAcceptance default from true to false in electron/main.ts. Returning users with terms already accepted in Supabase shouldnt see terms screen again.,2026-02-03,2026-02-03,,
BACKLOG-615,Graceful skip for syncs when no local user exists,bug,service,Critical,Completed,,~8K,-,Fix: SyncOrchestrator and handlers should gracefully skip (return empty) when getValidUserId returns null instead of erroring. Prevents No valid user found crashes during deferred DB init. PR #737 merged.,2026-02-03,2026-02-03,,
BACKLOG-621,Domain Claim & User Capture,feature,security,High,Pending,-,~120K,-,IT admin claims email domain via DNS TXT verification then captures existing users with matching domain emails into org during 14-day window. Includes capture report and SSO migration.,2026-02-06,,[BACKLOG-621.md](items/BACKLOG-621.md),
BACKLOG-623,Bulk Edit Role Feature for User Management,feature,ui,Medium,Completed,,~15K,-,"Add bulk role editing: BulkEditRoleModal component, UserTableRow with selection, bulkUpdateRole server action, UserActionsDropdown Edit Role option.",2026-02-06,2026-02-19,items/BACKLOG-623.md,
BACKLOG-634,Message Import Date Filter (Default 6 Months),feature,service,High,Completed,SPRINT-078,~8K,-,Implemented in TASK-1952 (PR #798). Date range and count cap filters added to macOS message import. Extended by BACKLOG-657 with default values and cap warnings.,2026-02-09,2026-02-10,items/BACKLOG-634.md,
BACKLOG-635,Auto-Link Search Cloud Email Providers,feature,service,High,Pending,,~15K,-,Extend autoLinkService to search Outlook Graph API and Gmail API when a contact is added to a transaction. Currently auto-link only finds emails already saved locally. New flow: search local first then hit cloud APIs using contact email addresses and save new matches to local emails table before linking. Building blocks exist in OutlookFetchService.searchEmails() and GmailFetchService.,2026-02-09,,items/BACKLOG-635.md,
BACKLOG-636,Sync Status Indicator Stuck After Completion,bug,ui,Medium,Pending,,~5K,-,Sync status bar shows Contacts and Messages as complete (green checkmarks and full progress bar) but never auto-dismisses. Observed with agent@izzyrescue.org. Sync completes successfully (358 messages imported) but indicator stays visible. May be related to auth state transition: status goes ready -> unauthenticated -> ready during deep-link auth flow which may prevent the dismiss timer from firing.,2026-02-09,,items/BACKLOG-636.md,
BACKLOG-642,Fix AppleDriverSetup render-time callback,bug,ui,Critical,Completed,SPRINT-076,~15K,~2.4K,-84%,2026-02-10,2026-02-10,,
BACKLOG-643,Quick wins (useMemo dup notification DOM OAuth logs),chore,ui,High,Completed,SPRINT-076,~30K,~6.3K,-79%,2026-02-10,2026-02-10,,
BACKLOG-644,Extract AppModals.tsx below 150-line trigger,refactor,ui,High,Completed,SPRINT-076,~20K,~3.4K,-83%,2026-02-10,2026-02-10,,
BACKLOG-645,Decompose transaction-handlers.ts (3302 lines),refactor,ipc,High,Deferred,,-,-,-,2026-02-10,,Too risky for overnight autonomous execution — defer to supervised session,
BACKLOG-646,Remove any types from transactionService.ts,refactor,service,High,Completed,SPRINT-076,~25K,~13.5K,-46%,2026-02-10,2026-02-10,,
BACKLOG-647,Add tests for AppRouter.tsx and AppModals.tsx,test,ui,Medium,Completed,SPRINT-076,~35K,~7K,-80%,2026-02-10,2026-02-10,,
BACKLOG-648,DMG vs Dev Mode Keychain Conflict Breaks Database Init,bug,electron,High,Completed,,~5K,-,-,2026-02-10,2026-02-10,items/BACKLOG-648.md,
BACKLOG-649,Remove auto export stub from Settings,chore,ui,Medium,Completed,SPRINT-077,~5K,-,-,2026-02-10,2026-02-10,,
BACKLOG-650,Remove dark mode coming soon from Settings,chore,ui,Medium,Completed,SPRINT-077,~5K,-,-,2026-02-10,2026-02-10,,
BACKLOG-651,Responsive toolbar layout redesign,feature,ui,High,Completed,SPRINT-077,~25K,-,-,2026-02-10,2026-02-10,,
BACKLOG-652,Fix system health check provider validation error,bug,service,Critical,Completed,SPRINT-077,~10K,-,-,2026-02-10,2026-02-10,,
BACKLOG-653,Add auto-download updates toggle to Settings,feature,electron,Medium,Completed,SPRINT-077,~10K,-,-,2026-02-10,2026-02-10,,
BACKLOG-654,Toolbar button height consistency (h-10),chore,ui,Low,Completed,SPRINT-077,~3K,-,-,2026-02-10,2026-02-10,,
BACKLOG-655,Remove stale version number and VersionPopup from AppShell,chore,ui,Low,Completed,SPRINT-077,~3K,-,-,2026-02-10,2026-02-10,,
BACKLOG-656,Move Check for Updates to auto-download settings section,chore,ui,Low,Completed,SPRINT-077,~2K,-,-,2026-02-10,2026-02-10,,
BACKLOG-657,Message Import Cap Warning & Default Filters,feature,ui,High,Completed,-,~15K,-,-,2026-02-10,2026-02-19,,
BACKLOG-658,Outlook contacts not synced during auto-refresh,bug,service,High,Completed,SPRINT-079,~25K,-,-,2026-02-10,2026-02-10,,
BACKLOG-659,Source filter missing on contact selection screens,bug,ui,Medium,Completed,SPRINT-079,~30K,-,-,2026-02-10,2026-02-10,,
BACKLOG-660,ImportContactsModal does not refresh after manual sync,bug,ui,Medium,Completed,SPRINT-079,~15K,-,-,2026-02-10,2026-02-10,,
BACKLOG-661,Move external contacts query to worker thread (main process freeze fix),refactor,electron,High,Completed,SPRINT-080,~25K,-,-,2026-02-11,2026-02-11,BACKLOG-661.md,
BACKLOG-662,Configure Electron Fuses for production hardening,feature,security,Critical,Completed,SPRINT-080A,~30K,-,TASK-1960 implemented fuses. Refined in v2.2.2 (GrantFileProtocol fix) v2.2.3 (removed restricted entitlement) v2.2.4 (disabled EnableCookieEncryption). PRs #838 #839 #840.,2026-02-11,2026-02-12,,
BACKLOG-663,Enable explicit ASAR integrity,feature,security,Critical,Completed,SPRINT-080A,~10K,-,ASAR integrity enabled via afterPack.js fuses (PR #821),2026-02-11,2026-02-12,,
BACKLOG-664,Add deny-by-default permission request handler,feature,security,Critical,Completed,SPRINT-080A,~15K,-,Deny-by-default permission handlers in main.ts (TASK-1962),2026-02-11,2026-02-12,,
BACKLOG-665,Windows code signing setup,chore,security,Critical,Deferred,SPRINT-080A,~20K,-,-,2026-02-11,,Deferred — no Windows release target yet,
BACKLOG-666,Broker portal submission list pagination,feature,ui,High,Pending,SPRINT-080B,~60K,-,-,2026-02-11,,,
BACKLOG-667,Enable SQLite WAL mode,feature,electron,High,Completed,SPRINT-080B,~15K,-,"WAL mode enabled in dbConnection.ts (TASK-1956/1965, PR #824)",2026-02-11,2026-02-12,,
BACKLOG-668,Email sync depth filter UI,feature,ui,Medium,Pending,SPRINT-080B,~35K,-,-,2026-02-11,,,
BACKLOG-669,Sentry integration for error tracking,feature,infra,High,Completed,SPRINT-080C,~50K,-,-,2026-02-11,2026-02-18,,Wired Sentry end-to-end via PR #876.
BACKLOG-670,Renderer crash recovery dialog,feature,electron,High,Completed,SPRINT-080C,~15K,-,"Crash recovery dialog in main.ts (TASK-1968, PR #828)",2026-02-11,2026-02-12,,
BACKLOG-671,Pre-migration database backup,feature,electron,Medium,Pending,SPRINT-080C,~15K,-,-,2026-02-11,,,
BACKLOG-672,Periodic 4-hour update checks,feature,electron,Medium,Pending,SPRINT-080C,~10K,-,-,2026-02-11,,,
BACKLOG-673,Supabase system-health monitoring Edge Function,feature,service,Medium,Pending,SPRINT-080C,~25K,-,-,2026-02-11,,,
BACKLOG-674,Settings message import routes through SyncOrchestrator,feature,service,Medium,Pending,SPRINT-081,~5K,-,-,2026-02-11,,Deferred from SPRINT-081 — reverted due to 'Import already in progress' error; needs investigation into orchestrator routing,
BACKLOG-675,Settings loading state spinner prevents flash of defaults,feature,ui,Low,Completed,SPRINT-081,~3K,-,-,2026-02-11,2026-02-11,Passed user testing with no additional changes needed,
BACKLOG-676,TransactionMessagesTab sync button shows toast guidance,feature,ui,Low,Completed,SPRINT-081,~5K,-,-,2026-02-11,2026-02-11,Scope expanded: created separate handleSyncMessages handler calling resyncAutoLink instead of email fetch; added syncingMessages state; contextual toasts for linked/no-contacts/no-messages,
BACKLOG-677,Text message auto-linking inference gate removal and phone matching fix,bug,service,Medium,Completed,SPRINT-081,~3K,-,-,2026-02-12,2026-02-12,Removed inference gate in autoLinkService.ts that blocked matching; fixed phone number matching logic,
BACKLOG-678,Summary sync button runs auto-link for phone-only contacts,bug,service,Medium,Completed,SPRINT-081,~3K,-,-,2026-02-12,2026-02-12,transaction-handlers.ts updated so summary sync triggers auto-link for contacts with phone numbers only,
BACKLOG-679,SyncStatusIndicator auto-dismiss removed — manual dismiss only,feature,ui,Low,Completed,SPRINT-081,~2K,-,-,2026-02-12,2026-02-12,Removed auto-dismiss timer from SyncStatusIndicator; users now dismiss manually to avoid missing status info,
BACKLOG-686,Remove numbers from onboarding step trackers,chore,ui,Low,Completed,SPRINT-082,~8K,-,-,2026-02-13,2026-02-19,TASK-1978 — Replace step numbers with plain circles; checkmarks on completed,
BACKLOG-687,macOS iPhone contacts toggle persistence during sync,bug,service,Medium,Completed,SPRINT-082,~20K,-,-,2026-02-13,2026-02-19,TASK-1979 — Sync respects import source preference (macos-native vs iphone-sync),
BACKLOG-688,Auto-detection start date wording and default + settings toggle,feature,ui,Medium,Completed,SPRINT-082,~15K,-,-,2026-02-13,2026-02-19,TASK-1980 — Clarify auto-detect wording; default to manual; add Settings toggle,
BACKLOG-689,Space bar in contact search input blocked by keyboard handler,bug,ui,High,Completed,SPRINT-082,~5K,-,-,2026-02-13,2026-02-17,TASK-1981 — Space key case removed from handleKeyDown in ContactSearchList,
BACKLOG-690,Email count showing 0 on submission summary,bug,ui,High,Completed,SPRINT-082,~15K,-,-,2026-02-13,2026-02-19,TASK-1982 — Stale transaction.email_count passed to SubmitForReviewModal,
BACKLOG-691,Personalized welcome back message on Dashboard,feature,ui,Low,Completed,SPRINT-082,~10K,-,-,2026-02-13,2026-02-19,TASK-1983 — Show Welcome back {name} for return users,
BACKLOG-692,Clickable contact rows everywhere for detail view,feature,ui,Medium,Pending,SPRINT-082,~20K,-,-,2026-02-13,,TASK-1984 — All contact row locations open ContactPreview on click,
BACKLOG-693,Switch Add Manually and View Active Transactions button positions,chore,ui,Low,Completed,SPRINT-082,~5K,-,-,2026-02-13,2026-02-19,TASK-1985 — Swap button order in StartNewAuditModal grid,
BACKLOG-694,Skip AI tools for manual-only users on new audit,feature,ui,Medium,Pending,SPRINT-082,~10K,-,-,2026-02-13,,TASK-1986 — Non-AI users go directly to Step 1 manual creation,
BACKLOG-695,Remove contact on Step 3 of new audit transaction,bug,ui,Medium,Completed,SPRINT-082,~10K,-,-,2026-02-13,2026-02-19,TASK-1987 — Add remove button to ContactRoleRow on Step 3,
BACKLOG-696,Transaction toolbar buttons should span full width on narrow viewports,chore,ui,Low,Pending,-,~8K,-,-,2026-02-15,,Add w-full to buttons container to stretch on narrow viewports when wrapped below search bar,
BACKLOG-697,Add Outlook filter toggle to ContactSearchList,feature,ui,High,Completed,SPRINT-083,~10K,-,-,2026-02-14,2026-02-15,TASK-1988 — PR #857 merged,
BACKLOG-698,Expand contacts import settings to multi-source (macOS + Outlook),feature,ui,High,Completed,SPRINT-083,~25K,-,-,2026-02-14,2026-02-15,TASK-1989 — PR #860 merged,
BACKLOG-699,Wire Check for Updates button to updateService,feature,electron,Medium,Completed,SPRINT-083,~8K,-,-,2026-02-14,2026-02-15,TASK-1990 — PR #858 merged,
BACKLOG-700,Add contact source stats breakdown in import settings,feature,ui,Medium,Completed,SPRINT-083,~15K,-,-,2026-02-14,2026-02-15,TASK-1991 — PR #861 merged,
BACKLOG-701,Fix Outlook email search maxResults cap and contact filtering,bug,service,High,Completed,SPRINT-083,~15K,-,-,2026-02-14,2026-02-15,TASK-1992 — PR #859 merged,
BACKLOG-702,Email attachment search: free text search + audit period filter + load more,feature,ui,Medium,Completed,SPRINT-084,~30K,-,-,2026-02-15,2026-02-19,TASK-1993 — Server-side search + date filter + load more pagination,
BACKLOG-703,Manual test: Outlook email search improvements (TASK-1992),test,service,Medium,Pending,SPRINT-084,~4K,-,-,2026-02-15,,TASK-1994 — Verify TASK-1992 + TASK-1993 email search improvements end-to-end,
BACKLOG-704,Multi-email and multi-phone editing in contact form,feature,ui,High,Completed,SPRINT-084,~35K,-,-,2026-02-15,2026-02-16,TASK-1995 — Edit all emails/phones for a contact with add/remove/primary,
BACKLOG-705,UI freeze when opening transaction details,bug,ui,High,Completed,SPRINT-084,~30K,-,-,2026-02-15,2026-02-16,TASK-1997 — Lazy-load communications per tab and defer attachment counts,
BACKLOG-706,Auto-link creates wrong communication records (email_id lookup),bug,service,High,Completed,SPRINT-084,~5K,-,-,2026-02-15,2026-02-16,TASK-1996 — linkExistingCommunication looked up by communications.id instead of email_id; rewritten to linkEmailToTransaction,
BACKLOG-707,Sync only searched inbox not sent items,bug,service,High,Completed,SPRINT-084,~5K,-,-,2026-02-15,2026-02-16,TASK-1996 — Added searchSentEmailsToContacts() to outlookFetchService using sentItems folder,
BACKLOG-708,Contact email edit UNIQUE constraint error,bug,service,Medium,Completed,SPRINT-084,~3K,-,-,2026-02-15,2026-02-16,TASK-1996 — Case-insensitive lookup before update prevents constraint failure,
BACKLOG-709,getContactById only returns primary email,bug,service,Medium,Completed,SPRINT-084,~3K,-,-,2026-02-15,2026-02-16,TASK-1996 — Added allEmails and allPhones arrays via json_group_array,
BACKLOG-710,Email preview missing from Attach Emails modal,bug,ui,Medium,Completed,SPRINT-084,~10K,-,-,2026-02-15,2026-02-16,TASK-1998 — body_preview not visible on thread cards; prefer snippet over bodyPlain.substring,
BACKLOG-711,Load More in Attach Emails shows out-of-order dates,bug,ui,Medium,Completed,SPRINT-084,~5K,-,-,2026-02-15,2026-02-16,TASK-1998 — Load More replaces emails instead of appending causing date reorder,
BACKLOG-712,Attach Emails search should filter by transaction contacts,feature,service,Medium,Completed,SPRINT-084,~5K,-,-,2026-02-15,2026-02-16,TASK-1998 — pass transactionId to handler and look up contact_emails for provider filter,
BACKLOG-713,Loading spinner animation consistency between license check and keychain loading,chore,ui,Low,Pending,-,~2K,-,-,2026-02-15,,The circular loading spinner animation during license check phase should match the keychain/encryption initialization phase spinner for consistent UX,
BACKLOG-714,Removed Outlook contact not visible in UI after re-import,bug,service,Medium,Pending,-,-,-,-,2026-02-15,,Hard-deleted contact remains in external_contacts; Outlook sync upserts back but UI doesn't reload available-to-import external contacts or filtering issue in contacts:get-available,
BACKLOG-715,Split transaction-handlers.ts into domain handler files,refactor,ipc,High,Completed,SPRINT-085,~40K,-,-,2026-02-16,2026-02-17,TASK-1999 — Split 3754-line monolith (43 handlers) into transactionCrudHandlers + transactionExportHandlers + emailSyncHandlers + attachmentHandlers,
BACKLOG-716,Extract business logic and fix getTransactionDetails return type,refactor,service,High,Completed,SPRINT-085,~15K,-,-,2026-02-16,2026-02-17,TASK-2000 — Fix TransactionDetails type to include communications and contact_assignments; extract inline SQL from handlers into services,
BACKLOG-717,Fix window.api bridge type declarations,refactor,ipc,High,Completed,SPRINT-085,~30K,-,-,2026-02-16,,TASK-2001 — Add 11 missing method signatures to transactionBridge.ts and contactBridge.ts; remove 10 production as-any casts,
BACKLOG-718,Create wrapHandler() HOF for IPC error handling boilerplate,refactor,ipc,High,Completed,SPRINT-085,~15K,-,-,2026-02-16,,TASK-2002 — Error pattern repeated 179 times across 9 handler files; create shared utility with ValidationError and unknown error handling,
BACKLOG-719,Extract raw SQL from contact-handlers.ts into contactDbService,refactor,service,High,Completed,SPRINT-085,~12K,-,-,2026-02-16,,TASK-2003 — contacts:update handler has ~140 lines of raw SQL for email/phone sync; extract to syncContactEmails and syncContactPhones service methods,
BACKLOG-720,Split system-handlers.ts into domain handler files,refactor,ipc,High,Completed,SPRINT-085,~30K,-,-,2026-02-16,2026-02-17,TASK-2004 — Split 2019-line monolith (39 handlers) into diagnosticHandlers + userSettingsHandlers + systemHandlers,
BACKLOG-721,Upgrade Electron v35 to v40,chore,electron,High,Pending,-,~80K,-,-,2026-02-19,,Upgrade Electron from v35.7.5 to v40.x. Key changes: Node.js 22→24 (native module rebuild required); macOS 12 minimum (drop Big Sur); clipboard API deprecated in renderer; session.extensions API rename; crypto tightening (RSA ≥2048). Direct jump viable given existing contextBridge architecture.,
BACKLOG-722,Encrypt session.json with safeStorage,feature,security,High,Completed,SPRINT-088,~15K,-,-,2026-02-19,2026-02-20,,Supabase access_token and refresh_token stored in plaintext in session.json in user data directory. Should use Electron safeStorage API (same mechanism as DB key) to encrypt tokens at rest. Currently relies only on OS file permissions.
BACKLOG-723,Replace or patch imessage-parser transitive vulnerability chain,chore,security,Medium,Completed,SPRINT-089,~10K,-,-,2026-02-19,2026-02-20,,imessage-parser ^0.1.0 pulls in sqlite3 which has 13 high-severity npm audit findings via tar (path traversal CVE-2024-28863) and make-fetch-happen. Either replace imessage-parser with a direct implementation or pin patched transitive deps. PR #901 merged.
BACKLOG-724,Delete empty electron/schema.sql artifact,chore,electron,Low,Completed,SPRINT-087,~2K,-,-,2026-02-19,2026-02-19,0-byte file at electron/schema.sql is confusing — real schema is at electron/database/schema.sql. Delete the empty file.,
BACKLOG-725,Remove deprecated components still imported in AppRouter,chore,ui,Medium,Completed,SPRINT-087,~10K,-,-,2026-02-19,2026-02-19,6 components marked @deprecated still imported in AppRouter.tsx: AppleDriverSetup KeychainExplanation PhoneTypeSelection AndroidComingSoon SetupProgressIndicator WelcomeTerms. Remove imports and delete files if fully replaced by onboarding/steps/ equivalents.,
BACKLOG-726,Replace 83 console.log statements with logService,chore,service,Medium,Completed,SPRINT-087,~15K,-,-,2026-02-19,2026-02-19,83 console.log calls across 22 production files. Project has structured logService — migrate remaining console.log calls or remove debug output. ESLint no-console rule warns but is not enforced in CI.,
BACKLOG-727,Fix backlog CSV status casing inconsistencies,chore,infra,Low,Completed,SPRINT-087,~2K,-,-,2026-02-19,2026-02-19,7 items with lowercase 'pending' and 4 with lowercase 'completed' and 1 'testing' and 1 'deferred' — should be title-case per CI validation. Also 1 item with 'Blocked' status which is not valid.,
BACKLOG-728,Make lint and npm audit blocking in CI,chore,infra,High,Completed,SPRINT-087,~5K,-,PR #886 merged,2026-02-19,2026-02-20,Both eslint and npm audit steps in CI have continue-on-error: true — failures do not block PRs. Remove continue-on-error to enforce lint quality and security audit gates.,
BACKLOG-729,Add Electron backend tests to CI pipeline,test,infra,High,Completed,SPRINT-087,~15K,-,PR #887 merged,2026-02-19,2026-02-20,116 test files in electron/ (90 service + 15 util + 11 handler) do not run in CI — only src/ tests execute. Add electron test paths to CI testMatch configuration.,
BACKLOG-730,Raise CI test coverage threshold from 24% to 40%,test,infra,Medium,Completed,-,~10K,-,-,2026-02-19,2026-02-20,Current CI coverage threshold is 24% (SPRINT-037 baseline). Raised to 40% via PR #888.,
BACKLOG-731,Gitignore mad.db and backlog-dashboard.html,chore,infra,Low,Completed,SPRINT-087,~2K,-,-,2026-02-19,2026-02-19,Both files appear as untracked in repo root. mad.db is a local SQLite database and backlog-dashboard.html is a generated artifact — both should be in .gitignore.,
BACKLOG-732,Consolidate duplicate backlog items for contacts and test coverage,chore,infra,Low,Completed,SPRINT-087,~5K,-,-,2026-02-19,2026-02-19,~20 contact-related items with overlap (BACKLOG-143/145/165 duplicate contacts; BACKLOG-418/463 contact UX redesigns). ~8 test coverage items could be consolidated under BACKLOG-273 umbrella.,
BACKLOG-733,Migrate Google OAuth from client secret to PKCE flow,refactor,security,High,Testing,SPRINT-089,~30K,-,-,2026-02-19,-,,Desktop app ships GOOGLE_CLIENT_SECRET in binary — cannot truly protect it. Microsoft already uses PKCE via MSAL. Google OAuth for installed apps should use PKCE per RFC 8252 to eliminate client secret requirement. PR #902 merged -- migrated to PKCE with client_secret hybrid approach.
BACKLOG-734,Prevent source map leakage when SENTRY_AUTH_TOKEN is unset,bug,infra,Medium,Completed,SPRINT-089,~5K,-,-,2026-02-19,2026-02-20,,Vite config deletes .js.map files only after Sentry upload. If SENTRY_AUTH_TOKEN is not set the Sentry plugin does not run and source maps ship in the distributable — aids reverse engineering. Add unconditional map deletion in build step. PR #900 merged.
BACKLOG-735,Auto-generate window.d.ts from preload bridge modules,chore,ipc,Medium,Pending,-,~30K,-,-,2026-02-19,,window.d.ts is 1941 lines manually maintained in sync with 16 preload bridge modules. Fragile and error-prone. Create a codegen script that reads bridge exports and generates the type declarations automatically.,
BACKLOG-736,Add @typescript-eslint plugin to ESLint config,chore,infra,Medium,Pending,-,~8K,-,-,2026-02-19,,No TypeScript-aware ESLint rules at config level. @typescript-eslint/no-explicit-any and @typescript-eslint/no-unsafe-assignment are only referenced in inline disable comments. Add the plugin and configure key rules.,
